effect,group,term,estimate,std.error,statistic,p.value
ran_pars,subj_id,sd__X_2,1.272171351,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.53635141,NA,NA,NA
fixed,NA,(Intercept),0.198426445,0.131166685,1.512780812,0.130335344
fixed,NA,X_1,0.470624002,0.14907241,3.157016129,0.001593925
fixed,NA,X_2,-0.629569695,0.208919596,-3.013454488,0.002582918
ran_pars,subj_id,sd__(Intercept),0.864482071,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.053117308,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.160768952,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.436542532,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.108454879,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.528511177,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.505510523,NA,NA,NA
fixed,NA,(Intercept),0.224736476,0.147797399,1.520571256,0.128367465
fixed,NA,X_1,0.220556952,0.160498372,1.374200557,0.169379428
fixed,NA,X_2,-1.191608639,0.233110128,-5.11178406,3.19E-07
ran_pars,subj_id,sd__(Intercept),1.021906853,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.14372603,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.267620726,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.440702919,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.365267623,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.716635345,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.553742758,NA,NA,NA
fixed,NA,(Intercept),-0.06421919,0.138422315,-0.463936687,0.642693107
fixed,NA,X_1,0.498898657,0.165439685,3.015592398,0.002564778
fixed,NA,X_2,-0.277650153,0.208866822,-1.329316692,0.183743509
ran_pars,subj_id,sd__(Intercept),0.83590975,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.202425744,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.386238046,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.479555607,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.099960517,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.355486854,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.572899114,NA,NA,NA
fixed,NA,(Intercept),-0.169710009,0.141962338,-1.195457973,0.231908147
fixed,NA,X_1,0.44041623,0.154791165,2.845228478,0.004437958
fixed,NA,X_2,-0.609743192,0.206946186,-2.946385257,0.003215117
ran_pars,subj_id,sd__(Intercept),0.992093629,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.245469994,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.189857261,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.48906808,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.454012486,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.442833193,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.523984963,NA,NA,NA
fixed,NA,(Intercept),-0.188964391,0.15184364,-1.244466941,0.213327759
fixed,NA,X_1,0.462568505,0.142984617,3.235092804,0.001216032
fixed,NA,X_2,-0.589056608,0.193123881,-3.050148978,0.002287279
ran_pars,subj_id,sd__(Intercept),1.200725872,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.045571354,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.236312258,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.441536336,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.115820772,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.341116626,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.475600423,NA,NA,NA
fixed,NA,(Intercept),0.03346391,0.136815339,0.244591799,0.806772515
fixed,NA,X_1,0.335072003,0.139788146,2.396998688,0.016529983
fixed,NA,X_2,-0.529611622,0.212061841,-2.49743952,0.01250938
ran_pars,subj_id,sd__(Intercept),1.013315489,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.090840716,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.102754813,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.414211721,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.442850394,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.642402483,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.468355439,NA,NA,NA
fixed,NA,(Intercept),0.078704478,0.147586521,0.533276869,0.593841937
fixed,NA,X_1,0.284304277,0.161120063,1.764549192,0.077639561
fixed,NA,X_2,-0.74370363,0.221883582,-3.351774032,8.03E-04
ran_pars,subj_id,sd__(Intercept),1.058815477,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.0411682,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.086027115,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.617407145,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.02391744,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.630016539,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.531899483,NA,NA,NA
fixed,NA,(Intercept),-0.001251084,0.14791459,-0.008458148,0.993251454
fixed,NA,X_1,0.180615883,0.153461525,1.176945707,0.239217177
fixed,NA,X_2,-0.913177475,0.201027928,-4.542540345,5.56E-06
ran_pars,subj_id,sd__(Intercept),1.073219086,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.002860801,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.42266125,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.422843881,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.304314134,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.327329738,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.526666909,NA,NA,NA
fixed,NA,(Intercept),-0.030002207,0.150083701,-0.199903164,0.841556316
fixed,NA,X_1,0.395529085,0.166108529,2.381148565,0.01725875
fixed,NA,X_2,-0.580614235,0.216760804,-2.678594211,0.007393193
ran_pars,subj_id,sd__(Intercept),1.012019939,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.26178638,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.225047888,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.445445614,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.307889593,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.450839044,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.57788405,NA,NA,NA
fixed,NA,(Intercept),-0.143942968,0.13154158,-1.094277319,0.27383337
fixed,NA,X_1,0.626809632,0.133435072,4.697487865,2.63E-06
fixed,NA,X_2,-0.358648826,0.183990579,-1.9492782,0.05126221
ran_pars,subj_id,sd__(Intercept),0.993738088,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.338239429,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.197846992,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.456715922,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.230305244,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.334806636,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.43389128,NA,NA,NA
fixed,NA,(Intercept),-0.225682283,0.131920871,-1.710739793,0.087129158
fixed,NA,X_1,0.62685261,0.143172562,4.378301272,1.20E-05
fixed,NA,X_2,-0.538859874,0.206016996,-2.615608833,0.008906853
ran_pars,subj_id,sd__(Intercept),0.894465631,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.683895054,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.263552347,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.292042553,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,0.156302239,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.494067493,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.495692602,NA,NA,NA
fixed,NA,(Intercept),-0.045276015,0.151779045,-0.298302145,0.765472567
fixed,NA,X_1,0.515806846,0.169483787,3.043399338,0.002339217
fixed,NA,X_2,-0.868426593,0.234374026,-3.705302191,2.11E-04
ran_pars,subj_id,sd__(Intercept),1.056739352,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.023780499,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.142936393,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.627352043,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,0.029949646,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.711274973,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.566877778,NA,NA,NA
fixed,NA,(Intercept),-0.264813673,0.135605537,-1.952823462,0.050840517
fixed,NA,X_1,0.707616546,0.136263632,5.192996379,2.07E-07
fixed,NA,X_2,-0.411928369,0.206330067,-1.996453422,0.045884591
ran_pars,subj_id,sd__(Intercept),1.038161597,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.142595989,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.242988679,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.481101775,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.354492338,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.605270572,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.440232332,NA,NA,NA
fixed,NA,(Intercept),0.029421224,0.152562234,0.192847362,0.84707851
fixed,NA,X_1,0.421122729,0.164151764,2.565447478,0.010304282
fixed,NA,X_2,-0.289336867,0.219635739,-1.317348757,0.187721749
ran_pars,subj_id,sd__(Intercept),1.076723087,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.201048517,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.193790029,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.504851664,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.144314052,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.536408701,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.562282093,NA,NA,NA
fixed,NA,(Intercept),-0.183946185,0.137418166,-1.338587108,0.180705125
fixed,NA,X_1,0.527100819,0.147512504,3.573261965,3.53E-04
fixed,NA,X_2,-0.597873152,0.199764878,-2.99288423,0.002763546
ran_pars,subj_id,sd__(Intercept),0.984156542,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.097320281,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,-0.005131135,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.498610103,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.06538177,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.427571321,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.491194657,NA,NA,NA
fixed,NA,(Intercept),0.128692922,0.129664169,0.992509522,0.320949037
fixed,NA,X_1,0.208243863,0.138760688,1.500741065,0.133422547
fixed,NA,X_2,-0.801115811,0.204494696,-3.917538344,8.95E-05
ran_pars,subj_id,sd__(Intercept),0.960925488,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.048694799,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.196303181,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.571336628,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.207079272,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.590073567,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.439203668,NA,NA,NA
fixed,NA,(Intercept),-0.028431987,0.141101242,-0.201500614,0.840307149
fixed,NA,X_1,0.528285474,0.158479389,3.33346485,8.58E-04
fixed,NA,X_2,-0.727191548,0.239103232,-3.041328812,0.002355365
ran_pars,subj_id,sd__(Intercept),0.955340509,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.201111024,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.273195201,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.518903543,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.161650934,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.838264113,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.536966701,NA,NA,NA
fixed,NA,(Intercept),-0.17175245,0.140253281,-1.224587753,0.220730585
fixed,NA,X_1,0.401206833,0.146847694,2.732128924,0.006292651
fixed,NA,X_2,-0.35649419,0.210181431,-1.696126001,0.08986202
ran_pars,subj_id,sd__(Intercept),1.029644741,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.041877436,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.128041565,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.499788527,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.350379279,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.570268162,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.487438985,NA,NA,NA
fixed,NA,(Intercept),0.121462847,0.135954533,0.893407848,0.371638801
fixed,NA,X_1,0.579300656,0.147286754,3.933148363,8.38E-05
fixed,NA,X_2,-0.46511516,0.213414095,-2.179402249,0.029301799
ran_pars,subj_id,sd__(Intercept),0.954473326,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.108346119,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.103373447,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.442189989,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.166384567,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.607707832,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.495476969,NA,NA,NA
fixed,NA,(Intercept),-0.013880602,0.146631904,-0.094662904,0.924582584
fixed,NA,X_1,0.612133237,0.147391181,4.15311985,3.28E-05
fixed,NA,X_2,-0.900077794,0.205690767,-4.375878452,1.21E-05
ran_pars,subj_id,sd__(Intercept),1.11723128,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.289832476,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.186772634,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.502113136,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.343902724,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.487936605,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.487751053,NA,NA,NA
fixed,NA,(Intercept),0.422386885,0.129695844,3.256749568,0.001126958
fixed,NA,X_1,0.183903145,0.142392956,1.291518559,0.196523924
fixed,NA,X_2,-0.649408154,0.202844721,-3.201503846,0.001367123
ran_pars,subj_id,sd__(Intercept),0.915116159,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.093591546,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.058473128,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.509849597,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.282787347,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.535184246,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.465026155,NA,NA,NA
fixed,NA,(Intercept),0.213528905,0.131337729,1.625800189,0.103992168
fixed,NA,X_1,0.574544198,0.122387306,4.694475396,2.67E-06
fixed,NA,X_2,-0.50241254,0.184375615,-2.724940281,0.006431312
ran_pars,subj_id,sd__(Intercept),1.050038257,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.033087187,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,-0.024446848,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.356124632,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.1771453,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.435678454,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.391042772,NA,NA,NA
fixed,NA,(Intercept),-0.167454184,0.146611849,-1.142159965,0.253387534
fixed,NA,X_1,0.763722431,0.149746427,5.100104529,3.39E-07
fixed,NA,X_2,-0.613577405,0.234144734,-2.620504822,0.008779969
ran_pars,subj_id,sd__(Intercept),1.09499556,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.01713279,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.140445552,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.468950156,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.175259086,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.842008695,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.501392122,NA,NA,NA
fixed,NA,(Intercept),-0.070144744,0.136195246,-0.51503078,0.606531512
fixed,NA,X_1,0.620258828,0.144244732,4.300044932,1.71E-05
fixed,NA,X_2,-0.717780124,0.193124398,-3.716672414,2.02E-04
ran_pars,subj_id,sd__(Intercept),0.996236782,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.061807732,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.33440184,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.511619163,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.316933691,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.355166823,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.4730607,NA,NA,NA
fixed,NA,(Intercept),0.025890268,0.139631254,0.185418862,0.852900515
fixed,NA,X_1,0.477806064,0.15290888,3.124776428,0.001779402
fixed,NA,X_2,-0.671385844,0.197731964,-3.395434054,6.85E-04
ran_pars,subj_id,sd__(Intercept),0.981363197,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.0684906,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.169311421,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.522070946,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.066987559,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.349644695,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.511120821,NA,NA,NA
fixed,NA,(Intercept),0.005205103,0.127708179,0.040757793,0.967488988
fixed,NA,X_1,0.478341345,0.140512203,3.404269064,6.63E-04
fixed,NA,X_2,-0.299001395,0.203732229,-1.467619519,0.142207603
ran_pars,subj_id,sd__(Intercept),0.907950519,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.009955093,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.314291394,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.528444573,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.1507246,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.558785801,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.454952716,NA,NA,NA
fixed,NA,(Intercept),-0.014546498,0.13988103,-0.103991931,0.917175752
fixed,NA,X_1,0.678120791,0.161162157,4.20769245,2.58E-05
fixed,NA,X_2,-0.828452584,0.219967907,-3.76624297,1.66E-04
ran_pars,subj_id,sd__(Intercept),0.904908057,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.046537937,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.259916904,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.476338594,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,0.00103646,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.558757766,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.552825406,NA,NA,NA
fixed,NA,(Intercept),0.025445405,0.122609514,0.207532064,0.835594354
fixed,NA,X_1,0.622986859,0.135667014,4.592028977,4.39E-06
fixed,NA,X_2,-0.454243347,0.198839122,-2.284476729,0.022343529
ran_pars,subj_id,sd__(Intercept),0.873999134,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.206384448,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.201210174,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.534766049,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,0.05080317,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.543786746,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.431397095,NA,NA,NA
fixed,NA,(Intercept),0.003915772,0.135939636,0.028805228,0.977019932
fixed,NA,X_1,0.273007418,0.143171425,1.906856894,0.056539121
fixed,NA,X_2,-0.653608689,0.201787136,-3.23909988,0.001199076
ran_pars,subj_id,sd__(Intercept),0.967505683,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.189036826,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.029764122,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.37047269,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.463055119,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.463896405,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.488706815,NA,NA,NA
fixed,NA,(Intercept),-0.271712516,0.146964543,-1.848830413,0.064482304
fixed,NA,X_1,0.835850873,0.158586935,5.270616209,1.36E-07
fixed,NA,X_2,-0.460370348,0.203074852,-2.266998315,0.023390329
ran_pars,subj_id,sd__(Intercept),1.043923796,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.049169889,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.281650549,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.515172225,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.458965444,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.353512925,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.534957235,NA,NA,NA
fixed,NA,(Intercept),0.110488245,0.140297867,0.787526188,0.430973904
fixed,NA,X_1,0.300483662,0.152280949,1.973219006,0.048470616
fixed,NA,X_2,-0.791479327,0.217737877,-3.635009853,2.78E-04
ran_pars,subj_id,sd__(Intercept),0.959183609,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.105293535,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.320052517,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.366189168,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.34905627,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.581163992,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.52833005,NA,NA,NA
fixed,NA,(Intercept),0.111593052,0.145618666,0.766337547,0.443475483
fixed,NA,X_1,0.416535878,0.152363516,2.733829525,0.006260245
fixed,NA,X_2,-0.514394925,0.209464133,-2.455766138,0.014058461
ran_pars,subj_id,sd__(Intercept),1.040592758,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.026465214,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.211104235,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.367410911,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.308282602,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.479181401,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.526745132,NA,NA,NA
fixed,NA,(Intercept),0.109183361,0.125471107,0.870187284,0.384198064
fixed,NA,X_1,0.484083593,0.138997809,3.48267068,4.96E-04
fixed,NA,X_2,-0.925955355,0.191968963,-4.823463848,1.41E-06
ran_pars,subj_id,sd__(Intercept),0.855587979,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.23527902,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.215709693,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.40401209,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.57318178,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.373531003,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.465129864,NA,NA,NA
fixed,NA,(Intercept),-0.092182951,0.149522867,-0.61651407,0.537555288
fixed,NA,X_1,0.547352169,0.155599633,3.517695756,4.35E-04
fixed,NA,X_2,-0.512141198,0.206614878,-2.478723714,0.01318534
ran_pars,subj_id,sd__(Intercept),1.083046465,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.258045844,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.233392836,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.438025106,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.044296607,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.412633188,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.533946875,NA,NA,NA
fixed,NA,(Intercept),-0.080000852,0.130222558,-0.614339431,0.538991052
fixed,NA,X_1,0.578623408,0.135599241,4.267158172,1.98E-05
fixed,NA,X_2,-0.536265309,0.215284455,-2.4909616,0.012739789
ran_pars,subj_id,sd__(Intercept),0.957724592,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.288910608,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.266504911,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.445144669,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,0.064857754,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.714208067,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.445793628,NA,NA,NA
fixed,NA,(Intercept),0.00149048,0.135564632,0.010994607,0.99122775
fixed,NA,X_1,0.397511738,0.133547926,2.976547452,0.00291514
fixed,NA,X_2,-0.375014135,0.196454895,-1.908907054,0.056274083
ran_pars,subj_id,sd__(Intercept),1.044554878,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.166177614,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.122879841,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.432840546,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.219541911,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.500793651,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.436515111,NA,NA,NA
fixed,NA,(Intercept),0.313954267,0.149923977,2.094089774,0.036251984
fixed,NA,X_1,0.428087369,0.160288503,2.670730347,0.007568642
fixed,NA,X_2,-0.806205553,0.213253555,-3.780502296,1.57E-04
ran_pars,subj_id,sd__(Intercept),1.079860767,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.012935111,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.249908167,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.528876406,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.298316353,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.496292982,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.538178881,NA,NA,NA
fixed,NA,(Intercept),0.175723646,0.125537659,1.399768384,0.161582688
fixed,NA,X_1,0.372287534,0.141320725,2.63434492,0.00842998
fixed,NA,X_2,-0.852053633,0.193764895,-4.397358104,1.10E-05
ran_pars,subj_id,sd__(Intercept),0.852356318,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.055596863,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.115120287,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.47030419,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,0.163379431,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.401055002,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.467775146,NA,NA,NA
fixed,NA,(Intercept),-0.283006304,0.136583906,-2.072032586,0.038262402
fixed,NA,X_1,0.715846159,0.133811962,5.349642486,8.81E-08
fixed,NA,X_2,-0.662090105,0.196392881,-3.371253086,7.48E-04
