effect,group,term,estimate,std.error,statistic,p.value
ran_pars,subj_id,sd__(Intercept),1.074537908,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.021678066,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.334503806,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.511359718,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.194911137,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.489154172,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.422993168,NA,NA,NA
fixed,NA,(Intercept),0.044482976,0.123998577,0.358737798,0.719791249
fixed,NA,X_1,0.403645614,0.133910945,3.014283954,0.002575866
fixed,NA,X_2,-0.690692376,0.202545197,-3.410065436,6.49E-04
ran_pars,subj_id,sd__(Intercept),0.907648246,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.162036688,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.106809948,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.529461714,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,0.059203777,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.602350081,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.42337446,NA,NA,NA
fixed,NA,(Intercept),-0.055555817,0.132621706,-0.418904402,0.675286
fixed,NA,X_1,0.502793073,0.142761713,3.521904172,4.28E-04
fixed,NA,X_2,-0.801996098,0.190743039,-4.204589083,2.62E-05
ran_pars,subj_id,sd__(Intercept),0.9698206,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.081819758,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.195041702,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.558406324,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.186543662,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.36486946,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.459505353,NA,NA,NA
fixed,NA,(Intercept),-0.041756153,0.13697992,-0.304834113,0.760492499
fixed,NA,X_1,0.513843211,0.142660282,3.601865949,3.16E-04
fixed,NA,X_2,-0.657431044,0.207386132,-3.170082002,0.001523959
ran_pars,subj_id,sd__(Intercept),1.021266311,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.171517242,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.216773749,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.519239629,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.130052023,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.574003409,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.465123865,NA,NA,NA
fixed,NA,(Intercept),0.089352685,0.133470056,0.669458664,0.50320294
fixed,NA,X_1,0.270282978,0.140739905,1.92044309,0.054801955
fixed,NA,X_2,-1.104542832,0.189050295,-5.842587186,5.14E-09
ran_pars,subj_id,sd__(Intercept),1.025879092,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.0273936,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.234136384,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.651382152,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,0.102884085,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.385705337,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.429911347,NA,NA,NA
fixed,NA,(Intercept),0.00592502,0.14321072,0.041372737,0.966998747
fixed,NA,X_1,0.337183847,0.158670615,2.125055397,0.033581991
fixed,NA,X_2,-0.719197109,0.210436875,-3.417638229,6.32E-04
ran_pars,subj_id,sd__(Intercept),0.99522525,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.329987303,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.157530369,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.543098371,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.434070828,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.47566804,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.533090031,NA,NA,NA
fixed,NA,(Intercept),-0.011927326,0.154419424,-0.077239806,0.938432776
fixed,NA,X_1,0.509598044,0.176043871,2.894721866,0.003794946
fixed,NA,X_2,-0.777653568,0.241031809,-3.226352447,0.001253789
ran_pars,subj_id,sd__(Intercept),1.012717758,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.251178554,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.114951047,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.5334412,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.049027689,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.718043563,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.611013576,NA,NA,NA
fixed,NA,(Intercept),-0.081047941,0.141786832,-0.571618253,0.567580627
fixed,NA,X_1,0.544718988,0.145864683,3.734413135,1.88E-04
fixed,NA,X_2,-0.923096568,0.200629678,-4.600997113,4.20E-06
ran_pars,subj_id,sd__(Intercept),1.06248858,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.031111291,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.262678721,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.50654115,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.17081573,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.437541684,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.480158441,NA,NA,NA
fixed,NA,(Intercept),-0.244096095,0.140634265,-1.735680102,0.082620414
fixed,NA,X_1,0.487172247,0.148747843,3.275155024,0.00105604
fixed,NA,X_2,-0.771712924,0.214849347,-3.591879313,3.28E-04
ran_pars,subj_id,sd__(Intercept),1.02156802,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.097279721,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.202737658,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.507226161,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.206506508,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.598890665,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.495006865,NA,NA,NA
fixed,NA,(Intercept),0.090632984,0.152827087,0.593042676,0.553152592
fixed,NA,X_1,0.478519028,0.162043753,2.953023612,0.003146779
fixed,NA,X_2,-0.616975433,0.210942635,-2.924849365,0.00344623
ran_pars,subj_id,sd__(Intercept),1.131823189,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.049937667,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.075993756,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.628150727,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,0.125695308,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.483398644,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.532176288,NA,NA,NA
fixed,NA,(Intercept),-0.266509351,0.139727934,-1.907344816,0.05647595
fixed,NA,X_1,0.834719288,0.139741312,5.973317956,2.32E-09
fixed,NA,X_2,-0.383509119,0.202457881,-1.89426619,0.058189686
ran_pars,subj_id,sd__(Intercept),1.098314279,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.219646013,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.276304072,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.593392565,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.175265999,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.561136181,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.435777222,NA,NA,NA
fixed,NA,(Intercept),0.041084783,0.117954093,0.348311633,0.727606158
fixed,NA,X_1,0.499169777,0.132363479,3.771204738,1.62E-04
fixed,NA,X_2,-0.771231285,0.187896645,-4.10455059,4.05E-05
ran_pars,subj_id,sd__(Intercept),0.828560354,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.240893472,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.178032862,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.510406394,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.298508483,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.417675762,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.419796926,NA,NA,NA
fixed,NA,(Intercept),-0.105553324,0.153319393,-0.688453833,0.491167033
fixed,NA,X_1,0.566158869,0.174484811,3.24474587,0.001175555
fixed,NA,X_2,-0.540123119,0.213042627,-2.535281915,0.011235686
ran_pars,subj_id,sd__(Intercept),1.009791734,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.131929805,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.021993114,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.541679906,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.227200819,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.331265521,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.602848718,NA,NA,NA
fixed,NA,(Intercept),-0.206319586,0.140373586,-1.469789243,0.141618843
fixed,NA,X_1,0.643373233,0.152820584,4.20999068,2.55E-05
fixed,NA,X_2,-0.381069865,0.210067746,-1.814033204,0.069672614
ran_pars,subj_id,sd__(Intercept),0.974495103,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.049332459,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.047302455,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.450552451,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.189827694,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.508650597,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.520658294,NA,NA,NA
fixed,NA,(Intercept),0.086520262,0.131458391,0.658157012,0.510437245
fixed,NA,X_1,0.528411085,0.133226275,3.966267786,7.30E-05
fixed,NA,X_2,-0.66249671,0.204841851,-3.234186302,0.001219899
ran_pars,subj_id,sd__(Intercept),0.955781364,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.420654723,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.124127099,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.210505685,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.33714555,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.56695555,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.457840547,NA,NA,NA
fixed,NA,(Intercept),-0.285530663,0.131699008,-2.168054775,0.030154519
fixed,NA,X_1,0.642749693,0.141437003,4.544423871,5.51E-06
fixed,NA,X_2,-0.274332002,0.192417019,-1.425715896,0.153950366
ran_pars,subj_id,sd__(Intercept),0.957552871,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.010789397,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.187928641,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.532752667,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.246181799,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.400121453,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.457828911,NA,NA,NA
fixed,NA,(Intercept),-0.073208902,0.131497054,-0.556734166,0.57770907
fixed,NA,X_1,0.674925649,0.160423688,4.207144568,2.59E-05
fixed,NA,X_2,-0.48914284,0.202897489,-2.410788038,0.015918096
ran_pars,subj_id,sd__(Intercept),0.810995181,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.105445358,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.470871865,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.602628827,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.268069593,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.37033571,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.533306729,NA,NA,NA
fixed,NA,(Intercept),0.064036206,0.146878519,0.43598074,0.662850704
fixed,NA,X_1,0.486384091,0.149984441,3.242896985,0.00118321
fixed,NA,X_2,-0.717219528,0.198942603,-3.605158058,3.12E-04
ran_pars,subj_id,sd__(Intercept),1.097336049,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.163327584,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.141360655,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.467413369,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.392588223,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.373015261,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.502474255,NA,NA,NA
fixed,NA,(Intercept),0.146913044,0.132510839,1.108686996,0.267565233
fixed,NA,X_1,0.330422726,0.147754654,2.236293185,0.025332573
fixed,NA,X_2,-0.64073472,0.195001527,-3.285793347,0.001016956
ran_pars,subj_id,sd__(Intercept),0.947658443,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.064259518,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.343649507,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.616327218,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.078833204,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.403818768,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.471639954,NA,NA,NA
fixed,NA,(Intercept),-0.044229082,0.134962615,-0.327713579,0.743128235
fixed,NA,X_1,0.437794879,0.135804332,3.223718064,0.001265379
fixed,NA,X_2,-0.838522467,0.202416013,-4.14256982,3.43E-05
ran_pars,subj_id,sd__(Intercept),1.041219362,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.100016593,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.091941572,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.511570763,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.375378158,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.566244718,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.433726429,NA,NA,NA
fixed,NA,(Intercept),0.051574435,0.148649047,0.346954362,0.728625605
fixed,NA,X_1,0.264021084,0.150250984,1.757200365,0.078883663
fixed,NA,X_2,-0.456454922,0.214444643,-2.128544295,0.033291981
ran_pars,subj_id,sd__(Intercept),1.109121597,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.28537149,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.038197277,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.437782443,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.080059377,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.588244967,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.510478388,NA,NA,NA
fixed,NA,(Intercept),-0.132968576,0.139736568,-0.951566063,0.3413171
fixed,NA,X_1,0.432494335,0.158374203,2.730838273,0.006317346
fixed,NA,X_2,-0.483607063,0.211809811,-2.283213707,0.022417783
ran_pars,subj_id,sd__(Intercept),0.939525826,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.237555557,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.158149483,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.543962895,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.331028671,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.497141546,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.534190523,NA,NA,NA
fixed,NA,(Intercept),0.171386301,0.135292075,1.266787438,0.205231305
fixed,NA,X_1,0.626867029,0.147950056,4.237017867,2.27E-05
fixed,NA,X_2,-0.857545213,0.205929085,-4.164274385,3.12E-05
ran_pars,subj_id,sd__(Intercept),0.939039531,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.454244703,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.282453175,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.4447232,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.322700838,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.48303902,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.499369144,NA,NA,NA
fixed,NA,(Intercept),-0.170592663,0.141669857,-1.20415638,0.228529142
fixed,NA,X_1,0.787641385,0.153400167,5.134553639,2.83E-07
fixed,NA,X_2,-0.746385545,0.19947595,-3.741732006,1.83E-04
ran_pars,subj_id,sd__(Intercept),0.985542429,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.091959465,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,-0.007042852,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.428785096,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,0.186070955,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.334713172,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.524356299,NA,NA,NA
fixed,NA,(Intercept),0.362918416,0.143828512,2.52327172,0.011626852
fixed,NA,X_1,0.216443164,0.159425897,1.357641191,0.174577566
fixed,NA,X_2,-0.662143256,0.220721318,-2.999906223,0.002700627
ran_pars,subj_id,sd__(Intercept),0.961661758,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.087404305,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.221313293,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.40046087,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.163818373,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.57517283,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.553670611,NA,NA,NA
fixed,NA,(Intercept),0.012091155,0.130422793,0.092707377,0.926136036
fixed,NA,X_1,0.582194481,0.138072661,4.216580435,2.48E-05
fixed,NA,X_2,-0.598041792,0.181473968,-3.295468761,9.83E-04
ran_pars,subj_id,sd__(Intercept),0.931249495,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.433426797,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.180821732,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.374879154,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.145011398,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.23343203,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.464160558,NA,NA,NA
fixed,NA,(Intercept),-0.247733512,0.139976264,-1.769825144,0.076756274
fixed,NA,X_1,0.797293659,0.134393594,5.932527272,2.98E-09
fixed,NA,X_2,-0.385839735,0.18490547,-2.086686427,0.036916489
ran_pars,subj_id,sd__(Intercept),1.119815274,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.029158514,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.284195236,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.522295465,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,0.05569313,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.357884104,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.421745352,NA,NA,NA
fixed,NA,(Intercept),0.176861386,0.129065113,1.370326813,0.170584907
fixed,NA,X_1,0.423341203,0.126709253,3.34104411,8.35E-04
fixed,NA,X_2,-0.448553203,0.183687327,-2.441938758,0.014608625
ran_pars,subj_id,sd__(Intercept),0.993986128,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.198165595,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.236145813,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.383586444,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.269841866,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.382491501,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.410657556,NA,NA,NA
fixed,NA,(Intercept),-0.167977629,0.147395347,-1.139639971,0.254436326
fixed,NA,X_1,0.440751555,0.149641204,2.945389,0.003225489
fixed,NA,X_2,-0.454130884,0.211162176,-2.150626084,0.031505725
ran_pars,subj_id,sd__(Intercept),1.108236249,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.013638823,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.261947025,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.490183841,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.064466794,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.549781137,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.499600047,NA,NA,NA
fixed,NA,(Intercept),-0.004230482,0.131104097,-0.032268114,0.974258237
fixed,NA,X_1,0.171272021,0.13295262,1.288218474,0.197669923
fixed,NA,X_2,-0.579705197,0.185390726,-3.12693741,0.001766375
ran_pars,subj_id,sd__(Intercept),1.016669352,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.25368617,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.186262765,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.561203217,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.054721061,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.38550332,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.414235301,NA,NA,NA
fixed,NA,(Intercept),0.076635543,0.137960967,0.55548714,0.578561504
fixed,NA,X_1,0.560183516,0.131017626,4.275634773,1.91E-05
fixed,NA,X_2,-0.641891595,0.203311008,-3.157190562,0.001592972
ran_pars,subj_id,sd__(Intercept),1.102825735,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.034871542,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.137535592,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.467660782,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.473449889,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.615154627,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.416305862,NA,NA,NA
fixed,NA,(Intercept),-0.202518947,0.145276203,-1.39402698,0.163309458
fixed,NA,X_1,0.461077979,0.155614137,2.962956891,0.003046992
fixed,NA,X_2,-0.9419078,0.202969613,-4.640634562,3.47E-06
ran_pars,subj_id,sd__(Intercept),1.062587328,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.357512746,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,-0.171622972,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.611155627,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.214391816,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.411157087,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.509458887,NA,NA,NA
fixed,NA,(Intercept),-0.016406716,0.141617088,-0.115852656,0.907769318
fixed,NA,X_1,0.155242452,0.158122785,0.9817842,0.326206174
fixed,NA,X_2,-1.035517285,0.215869125,-4.796967988,1.61E-06
ran_pars,subj_id,sd__(Intercept),0.958623663,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.197983398,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.194225616,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.502905639,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.376121281,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.515800446,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.538913277,NA,NA,NA
fixed,NA,(Intercept),0.194808118,0.131873405,1.477235824,0.139612434
fixed,NA,X_1,0.445479341,0.145223074,3.06755207,0.002158199
fixed,NA,X_2,-0.788799032,0.207380801,-3.803626115,1.43E-04
ran_pars,subj_id,sd__(Intercept),0.906603847,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.152189592,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.444249309,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.431746193,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.280181986,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.526564836,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.489425257,NA,NA,NA
fixed,NA,(Intercept),0.094584051,0.141619543,0.667874287,0.504213842
fixed,NA,X_1,0.425078263,0.16735647,2.539957153,0.011086605
fixed,NA,X_2,-0.611287098,0.210157644,-2.908707416,0.003629263
ran_pars,subj_id,sd__(Intercept),0.916972344,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.067934233,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.045085036,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.618875561,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.287799516,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.416624085,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.559838822,NA,NA,NA
fixed,NA,(Intercept),0.224528228,0.144040299,1.558787566,0.119046668
fixed,NA,X_1,0.325999509,0.144633041,2.25397673,0.024197632
fixed,NA,X_2,-0.561069775,0.201082687,-2.790244066,0.005266832
ran_pars,subj_id,sd__(Intercept),1.088277418,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.20902713,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.226670883,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.449823524,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.128776887,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.456521833,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.482921029,NA,NA,NA
fixed,NA,(Intercept),-0.192932692,0.141676855,-1.36177989,0.17326736
fixed,NA,X_1,0.527363733,0.146455531,3.600845464,3.17E-04
fixed,NA,X_2,-0.578310447,0.177584585,-3.256535162,0.00112781
ran_pars,subj_id,sd__(Intercept),1.102431236,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,0.007401232,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.152864841,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.671127053,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.03483557,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.191572459,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.451997844,NA,NA,NA
fixed,NA,(Intercept),-0.117782525,0.14996675,-0.785390928,0.432224398
fixed,NA,X_1,0.341149729,0.166498614,2.048964378,0.040465598
fixed,NA,X_2,-0.276164089,0.205103969,-1.346459019,0.178154528
ran_pars,subj_id,sd__(Intercept),1.087873332,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.198678103,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.21023037,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.740321265,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,0.052996174,NA,NA,NA
ran_pars,subj_id,sd__X_2,1.393460878,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.534420615,NA,NA,NA
fixed,NA,(Intercept),0.022720816,0.152330989,0.149154259,0.881431912
fixed,NA,X_1,0.454734995,0.168561899,2.697732985,0.006981341
fixed,NA,X_2,-0.711335801,0.236861279,-3.003174705,0.00267179
ran_pars,subj_id,sd__(Intercept),1.044533553,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_1,-0.188791537,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).X_2,0.267453893,NA,NA,NA
ran_pars,subj_id,sd__X_1,0.528396778,NA,NA,NA
ran_pars,subj_id,cor__X_1.X_2,-0.281310431,NA,NA,NA
